population,msa,gender,edu,race
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
7407,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Some college or associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
8531,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Bachelor's degree or higher,AMERICAN INDIAN AND ALASKA NATIVE ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Bachelor's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Graduate or professional degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,"9th to 12th grade, no diploma",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Regular high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Less than 9th grade,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Bachelor's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,GED or alternative credential,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,"Some college, no degree",NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
154299,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Less than high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
712555,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,High school graduate (includes equivalency),"WHITE ALONE, NOT HISPANIC OR LATINO"
138391,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Less than high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
631680,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Some college or associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
622291,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,High school graduate (includes equivalency),"WHITE ALONE, NOT HISPANIC OR LATINO"
1716239,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Male,Bachelor's degree or higher,"WHITE ALONE, NOT HISPANIC OR LATINO"
1815597,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Bachelor's degree or higher,"WHITE ALONE, NOT HISPANIC OR LATINO"
644986,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",Female,Some college or associate's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
241072,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Regular high school diploma,WHITE ALONE
23960,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,GED or alternative credential,WHITE ALONE
301413,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,"Some college, no degree",WHITE ALONE
146242,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Associate's degree,WHITE ALONE
480398,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Bachelor's degree,WHITE ALONE
322919,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Graduate or professional degree,WHITE ALONE
327904,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Graduate or professional degree,WHITE ALONE
1616501,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,WHITE ALONE
51487,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Less than 9th grade,WHITE ALONE
49010,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,"9th to 12th grade, no diploma",WHITE ALONE
1620169,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,WHITE ALONE
47639,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Less than 9th grade,WHITE ALONE
59678,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,"9th to 12th grade, no diploma",WHITE ALONE
231759,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Regular high school diploma,WHITE ALONE
31865,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,GED or alternative credential,WHITE ALONE
308341,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,"Some college, no degree",WHITE ALONE
115232,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Associate's degree,WHITE ALONE
497751,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Bachelor's degree,WHITE ALONE
3236670,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,WHITE ALONE
178806,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Some college or associate's degree,ASIAN ALONE
478847,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Bachelor's degree or higher,ASIAN ALONE
109005,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Less than high school diploma,ASIAN ALONE
121963,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,High school graduate (includes equivalency),ASIAN ALONE
421670,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Bachelor's degree or higher,ASIAN ALONE
888621,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,ASIAN ALONE
101141,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,High school graduate (includes equivalency),ASIAN ALONE
151700,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Some college or associate's degree,ASIAN ALONE
747910,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,ASIAN ALONE
73399,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Less than high school diploma,ASIAN ALONE
1636531,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,ASIAN ALONE
52972,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Associate's degree,SOME OTHER RACE ALONE
97910,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Bachelor's degree,SOME OTHER RACE ALONE
36874,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Graduate or professional degree,SOME OTHER RACE ALONE
127606,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,"9th to 12th grade, no diploma",SOME OTHER RACE ALONE
229111,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Regular high school diploma,SOME OTHER RACE ALONE
23797,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,GED or alternative credential,SOME OTHER RACE ALONE
170673,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,"Some college, no degree",SOME OTHER RACE ALONE
29074,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Graduate or professional degree,SOME OTHER RACE ALONE
976248,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,SOME OTHER RACE ALONE
237305,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Less than 9th grade,SOME OTHER RACE ALONE
77639,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Bachelor's degree,SOME OTHER RACE ALONE
262788,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Regular high school diploma,SOME OTHER RACE ALONE
31953,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,GED or alternative credential,SOME OTHER RACE ALONE
155828,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,"Some college, no degree",SOME OTHER RACE ALONE
47454,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Associate's degree,SOME OTHER RACE ALONE
1952360,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,SOME OTHER RACE ALONE
976112,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,SOME OTHER RACE ALONE
229340,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Less than 9th grade,SOME OTHER RACE ALONE
142036,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,"9th to 12th grade, no diploma",SOME OTHER RACE ALONE
465394,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Some college or associate's degree,HISPANIC OR LATINO
332728,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Bachelor's degree or higher,HISPANIC OR LATINO
1842437,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,HISPANIC OR LATINO
3715124,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,HISPANIC OR LATINO
267305,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Bachelor's degree or higher,HISPANIC OR LATINO
427209,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Some college or associate's degree,HISPANIC OR LATINO
509677,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,High school graduate (includes equivalency),HISPANIC OR LATINO
638246,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Less than high school diploma,HISPANIC OR LATINO
448294,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,High school graduate (includes equivalency),HISPANIC OR LATINO
626271,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Less than high school diploma,HISPANIC OR LATINO
1872687,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,HISPANIC OR LATINO
273326,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,BLACK OR AFRICAN AMERICAN ALONE
581441,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,BLACK OR AFRICAN AMERICAN ALONE
21118,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,"9th to 12th grade, no diploma",BLACK OR AFRICAN AMERICAN ALONE
7880,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Less than 9th grade,BLACK OR AFRICAN AMERICAN ALONE
54326,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Bachelor's degree,BLACK OR AFRICAN AMERICAN ALONE
8529,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,GED or alternative credential,BLACK OR AFRICAN AMERICAN ALONE
62077,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Regular high school diploma,BLACK OR AFRICAN AMERICAN ALONE
23618,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Associate's degree,BLACK OR AFRICAN AMERICAN ALONE
74020,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,"Some college, no degree",BLACK OR AFRICAN AMERICAN ALONE
60512,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Regular high school diploma,BLACK OR AFRICAN AMERICAN ALONE
15664,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,"9th to 12th grade, no diploma",BLACK OR AFRICAN AMERICAN ALONE
88561,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,"Some college, no degree",BLACK OR AFRICAN AMERICAN ALONE
4968,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,GED or alternative credential,BLACK OR AFRICAN AMERICAN ALONE
21758,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Graduate or professional degree,BLACK OR AFRICAN AMERICAN ALONE
6271,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Less than 9th grade,BLACK OR AFRICAN AMERICAN ALONE
308115,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,BLACK OR AFRICAN AMERICAN ALONE
58518,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Bachelor's degree,BLACK OR AFRICAN AMERICAN ALONE
31512,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Associate's degree,BLACK OR AFRICAN AMERICAN ALONE
42109,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Graduate or professional degree,BLACK OR AFRICAN AMERICAN ALONE
20395,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,GED or alternative credential,TWO OR MORE RACES
146900,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,"Some college, no degree",TWO OR MORE RACES
81949,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,"9th to 12th grade, no diploma",TWO OR MORE RACES
154986,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Regular high school diploma,TWO OR MORE RACES
48866,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Associate's degree,TWO OR MORE RACES
125498,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Bachelor's degree,TWO OR MORE RACES
757499,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,TWO OR MORE RACES
119234,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Less than 9th grade,TWO OR MORE RACES
1535309,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,TWO OR MORE RACES
140740,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Bachelor's degree,TWO OR MORE RACES
71401,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Graduate or professional degree,TWO OR MORE RACES
149837,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,"Some college, no degree",TWO OR MORE RACES
55418,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Associate's degree,TWO OR MORE RACES
59671,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Graduate or professional degree,TWO OR MORE RACES
777810,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,TWO OR MORE RACES
141168,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Regular high school diploma,TWO OR MORE RACES
16535,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,GED or alternative credential,TWO OR MORE RACES
126135,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Less than 9th grade,TWO OR MORE RACES
76576,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,"9th to 12th grade, no diploma",TWO OR MORE RACES
2638,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Bachelor's degree or higher,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
4175,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Some college or associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
12090,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1045,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Less than high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
4232,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,High school graduate (includes equivalency),NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1597,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Less than high school diploma,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
4207,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,High school graduate (includes equivalency),NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
4023,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Some college or associate's degree,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
1061,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Bachelor's degree or higher,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
22978,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
10888,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE
447655,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Some college or associate's degree,WHITE ALONE
263624,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,High school graduate (includes equivalency),WHITE ALONE
107317,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Less than high school diploma,WHITE ALONE
825655,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Bachelor's degree or higher,WHITE ALONE
423573,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Some college or associate's degree,WHITE ALONE
100497,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Less than high school diploma,WHITE ALONE
265032,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,High school graduate (includes equivalency),WHITE ALONE
223645,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Some college or associate's degree,SOME OTHER RACE ALONE
134784,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Bachelor's degree or higher,SOME OTHER RACE ALONE
364911,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Less than high school diploma,SOME OTHER RACE ALONE
252908,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,High school graduate (includes equivalency),SOME OTHER RACE ALONE
106713,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Bachelor's degree or higher,SOME OTHER RACE ALONE
294741,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,High school graduate (includes equivalency),SOME OTHER RACE ALONE
203282,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Some college or associate's degree,SOME OTHER RACE ALONE
371376,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Less than high school diploma,SOME OTHER RACE ALONE
803317,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Bachelor's degree or higher,WHITE ALONE
63790,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
3491,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Graduate or professional degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
14154,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Less than 9th grade,AMERICAN INDIAN AND ALASKA NATIVE ALONE
67074,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
130864,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,AMERICAN INDIAN AND ALASKA NATIVE ALONE
13358,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,"Some college, no degree",AMERICAN INDIAN AND ALASKA NATIVE ALONE
2085,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,GED or alternative credential,AMERICAN INDIAN AND ALASKA NATIVE ALONE
13912,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Regular high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
9212,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,"9th to 12th grade, no diploma",AMERICAN INDIAN AND ALASKA NATIVE ALONE
7255,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Bachelor's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
3607,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
1652,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,GED or alternative credential,AMERICAN INDIAN AND ALASKA NATIVE ALONE
11073,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Regular high school diploma,AMERICAN INDIAN AND ALASKA NATIVE ALONE
7270,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,"9th to 12th grade, no diploma",AMERICAN INDIAN AND ALASKA NATIVE ALONE
14289,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Less than 9th grade,AMERICAN INDIAN AND ALASKA NATIVE ALONE
3741,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Graduate or professional degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
8947,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Bachelor's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
5095,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Associate's degree,AMERICAN INDIAN AND ALASKA NATIVE ALONE
11723,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,"Some college, no degree",AMERICAN INDIAN AND ALASKA NATIVE ALONE
308080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Graduate or professional degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
27676,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,GED or alternative credential,"WHITE ALONE, NOT HISPANIC OR LATINO"
193299,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Regular high school diploma,"WHITE ALONE, NOT HISPANIC OR LATINO"
37427,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,"9th to 12th grade, no diploma","WHITE ALONE, NOT HISPANIC OR LATINO"
22343,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Less than 9th grade,"WHITE ALONE, NOT HISPANIC OR LATINO"
1441654,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,,"WHITE ALONE, NOT HISPANIC OR LATINO"
2860227,"Los Angeles-Long Beach-Anaheim, CA Metro Area",,,"WHITE ALONE, NOT HISPANIC OR LATINO"
316959,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Male,Graduate or professional degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
448763,"Los Angeles-Long Beach-Anaheim, CA Metro Area",Female,Bachelor's degree,"WHITE ALONE, NOT HISPANIC OR LATINO"
